,sid,time,total,y,x
407209,11206,2019/3/1 15:08,1,6,12.0
407210,11208,2019/3/1 15:08,1,8,12.0
407211,11209,2019/3/1 15:08,3,9,12.0
407214,11210,2019/3/1 15:08,5,10,12.0
407219,11211,2019/3/1 15:08,2,11,12.0
407221,11212,2019/3/1 15:08,3,12,12.0
407224,11213,2019/3/1 15:08,2,13,12.0
407226,11214,2019/3/1 15:08,1,14,12.0
407227,11215,2019/3/1 15:08,1,15,12.0
407228,11216,2019/3/1 15:08,2,16,12.0
407230,11217,2019/3/1 15:08,3,17,12.0
407233,11218,2019/3/1 15:08,1,18,12.0
407234,11219,2019/3/1 15:08,1,19,12.0
407235,11220,2019/3/1 15:08,1,20,12.0
407236,11221,2019/3/1 15:08,1,21,12.0
407237,11222,2019/3/1 15:08,1,22,12.0
407238,11225,2019/3/1 15:08,1,25,12.0
407239,11305,2019/3/1 15:08,2,5,13.0
407241,11306,2019/3/1 15:08,2,6,13.0
407243,11307,2019/3/1 15:08,2,7,13.0
407245,11308,2019/3/1 15:08,2,8,13.0
407247,11309,2019/3/1 15:08,3,9,13.0
407250,11310,2019/3/1 15:08,5,10,13.0
407255,11311,2019/3/1 15:08,5,11,13.0
407260,11312,2019/3/1 15:08,3,12,13.0
407263,11313,2019/3/1 15:08,4,13,13.0
407267,11314,2019/3/1 15:08,4,14,13.0
407271,11315,2019/3/1 15:08,4,15,13.0
407275,11316,2019/3/1 15:08,5,16,13.0
407280,11317,2019/3/1 15:08,6,17,13.0
407286,11318,2019/3/1 15:08,8,18,13.0
407294,11319,2019/3/1 15:08,9,19,13.0
407303,11320,2019/3/1 15:08,9,20,13.0
407312,11321,2019/3/1 15:08,8,21,13.0
407320,11322,2019/3/1 15:08,8,22,13.0
407328,11323,2019/3/1 15:08,6,23,13.0
407334,11324,2019/3/1 15:08,5,24,13.0
407339,11325,2019/3/1 15:08,6,25,13.0
407345,11326,2019/3/1 15:08,8,26,13.0
407353,11327,2019/3/1 15:08,9,27,13.0
407362,11328,2019/3/1 15:08,2,28,13.0
407364,11404,2019/3/1 15:08,2,4,14.0
407366,11405,2019/3/1 15:08,1,5,14.0
407367,11406,2019/3/1 15:08,1,6,14.0
407368,11407,2019/3/1 15:08,1,7,14.0
407369,11408,2019/3/1 15:08,1,8,14.0
407370,11410,2019/3/1 15:08,3,10,14.0
407373,11411,2019/3/1 15:08,6,11,14.0
407379,11413,2019/3/1 15:08,1,13,14.0
407380,11414,2019/3/1 15:08,1,14,14.0
407381,11415,2019/3/1 15:08,2,15,14.0
407383,11418,2019/3/1 15:08,1,18,14.0
407384,11419,2019/3/1 15:08,1,19,14.0
407385,11421,2019/3/1 15:08,1,21,14.0
407386,11422,2019/3/1 15:08,3,22,14.0
407389,11427,2019/3/1 15:08,5,27,14.0
407394,11428,2019/3/1 15:08,1,28,14.0
407395,11527,2019/3/1 15:08,2,27,15.0
407397,11528,2019/3/1 15:08,1,28,15.0
407398,10110,2019/3/1 15:09,1,10,1.0
407399,10111,2019/3/1 15:09,1,11,1.0
407400,10208,2019/3/1 15:09,1,8,2.0
407401,10307,2019/3/1 15:09,1,7,3.0
407402,10317,2019/3/1 15:09,1,17,3.0
407403,10403,2019/3/1 15:09,2,3,4.0
407405,10404,2019/3/1 15:09,2,4,4.0
407407,10405,2019/3/1 15:09,3,5,4.0
407410,10406,2019/3/1 15:09,4,6,4.0
407414,10407,2019/3/1 15:09,5,7,4.0
407419,10408,2019/3/1 15:09,3,8,4.0
407422,10409,2019/3/1 15:09,9,9,4.0
407431,10410,2019/3/1 15:09,8,10,4.0
407439,10411,2019/3/1 15:09,2,11,4.0
407441,10415,2019/3/1 15:09,1,15,4.0
407442,10416,2019/3/1 15:09,2,16,4.0
407444,10502,2019/3/1 15:09,1,2,5.0
407445,10503,2019/3/1 15:09,2,3,5.0
407447,10504,2019/3/1 15:09,7,4,5.0
407454,10505,2019/3/1 15:09,8,5,5.0
407462,10506,2019/3/1 15:09,8,6,5.0
407470,10507,2019/3/1 15:09,1,7,5.0
407471,10508,2019/3/1 15:09,5,8,5.0
407476,10509,2019/3/1 15:09,16,9,5.0
407492,10510,2019/3/1 15:09,4,10,5.0
407496,10515,2019/3/1 15:09,2,15,5.0
407498,10606,2019/3/1 15:09,3,6,6.0
407501,10607,2019/3/1 15:09,1,7,6.0
407502,10608,2019/3/1 15:09,2,8,6.0
407504,10609,2019/3/1 15:09,15,9,6.0
407519,10610,2019/3/1 15:09,1,10,6.0
407520,10616,2019/3/1 15:09,1,16,6.0
407521,10617,2019/3/1 15:09,1,17,6.0
407522,10702,2019/3/1 15:09,1,2,7.0
407523,10704,2019/3/1 15:09,1,4,7.0
407524,10705,2019/3/1 15:09,1,5,7.0
407525,10706,2019/3/1 15:09,3,6,7.0
407528,10707,2019/3/1 15:09,5,7,7.0
407533,10708,2019/3/1 15:09,3,8,7.0
407536,10709,2019/3/1 15:09,25,9,7.0
407561,10710,2019/3/1 15:09,35,10,7.0
407596,10711,2019/3/1 15:09,3,11,7.0
407599,10716,2019/3/1 15:09,2,16,7.0
407601,10717,2019/3/1 15:09,1,17,7.0
407602,10805,2019/3/1 15:09,1,5,8.0
407603,10806,2019/3/1 15:09,7,6,8.0
407610,10807,2019/3/1 15:09,5,7,8.0
407615,10808,2019/3/1 15:09,5,8,8.0
407620,10809,2019/3/1 15:09,7,9,8.0
407627,10810,2019/3/1 15:09,6,10,8.0
407633,10811,2019/3/1 15:09,4,11,8.0
407637,10815,2019/3/1 15:09,2,15,8.0
407639,10906,2019/3/1 15:09,4,6,9.0
407643,10907,2019/3/1 15:09,4,7,9.0
407647,10908,2019/3/1 15:09,5,8,9.0
407652,10909,2019/3/1 15:09,16,9,9.0
407668,10910,2019/3/1 15:09,5,10,9.0
407673,10915,2019/3/1 15:09,3,15,9.0
407676,11006,2019/3/1 15:09,6,6,10.0
407682,11007,2019/3/1 15:09,1,7,10.0
407683,11008,2019/3/1 15:09,5,8,10.0
407688,11009,2019/3/1 15:09,13,9,10.0
407701,11015,2019/3/1 15:09,3,15,10.0
407704,11016,2019/3/1 15:09,1,16,10.0
407705,11018,2019/3/1 15:09,2,18,10.0
407707,11106,2019/3/1 15:09,5,6,11.0
407712,11107,2019/3/1 15:09,1,7,11.0
407713,11108,2019/3/1 15:09,1,8,11.0
407714,11109,2019/3/1 15:09,12,9,11.0
407726,11115,2019/3/1 15:09,1,15,11.0
407727,11116,2019/3/1 15:09,5,16,11.0
407732,11117,2019/3/1 15:09,4,17,11.0
407736,11206,2019/3/1 15:09,3,6,12.0
407739,11209,2019/3/1 15:09,2,9,12.0
407741,11210,2019/3/1 15:09,10,10,12.0
407751,11211,2019/3/1 15:09,6,11,12.0
407757,11212,2019/3/1 15:09,4,12,12.0
407761,11213,2019/3/1 15:09,5,13,12.0
407766,11214,2019/3/1 15:09,5,14,12.0
407771,11215,2019/3/1 15:09,1,15,12.0
407772,11216,2019/3/1 15:09,6,16,12.0
407778,11217,2019/3/1 15:09,2,17,12.0
407780,11222,2019/3/1 15:09,1,22,12.0
407781,11223,2019/3/1 15:09,1,23,12.0
407782,11224,2019/3/1 15:09,1,24,12.0
407783,11225,2019/3/1 15:09,1,25,12.0
407784,11305,2019/3/1 15:09,1,5,13.0
407785,11306,2019/3/1 15:09,1,6,13.0
407786,11307,2019/3/1 15:09,2,7,13.0
407788,11308,2019/3/1 15:09,1,8,13.0
407789,11310,2019/3/1 15:09,1,10,13.0
407790,11311,2019/3/1 15:09,5,11,13.0
407795,11312,2019/3/1 15:09,6,12,13.0
407801,11313,2019/3/1 15:09,4,13,13.0
407805,11314,2019/3/1 15:09,6,14,13.0
407811,11315,2019/3/1 15:09,9,15,13.0
407820,11316,2019/3/1 15:09,2,16,13.0
407822,11317,2019/3/1 15:09,3,17,13.0
407825,11318,2019/3/1 15:09,3,18,13.0
407828,11319,2019/3/1 15:09,2,19,13.0
407830,11320,2019/3/1 15:09,4,20,13.0
407834,11321,2019/3/1 15:09,3,21,13.0
407837,11322,2019/3/1 15:09,4,22,13.0
407841,11323,2019/3/1 15:09,3,23,13.0
407844,11324,2019/3/1 15:09,4,24,13.0
407848,11325,2019/3/1 15:09,5,25,13.0
407853,11326,2019/3/1 15:09,6,26,13.0
407859,11327,2019/3/1 15:09,5,27,13.0
407864,11328,2019/3/1 15:09,2,28,13.0
407866,11403,2019/3/1 15:09,1,3,14.0
407867,11404,2019/3/1 15:09,1,4,14.0
407868,11405,2019/3/1 15:09,1,5,14.0
407869,11406,2019/3/1 15:09,1,6,14.0
407870,11410,2019/3/1 15:09,3,10,14.0
407873,11411,2019/3/1 15:09,1,11,14.0
407874,11416,2019/3/1 15:09,1,16,14.0
407875,11417,2019/3/1 15:09,1,17,14.0
407876,11418,2019/3/1 15:09,1,18,14.0
407877,11419,2019/3/1 15:09,1,19,14.0
407878,11422,2019/3/1 15:09,1,22,14.0
407879,11427,2019/3/1 15:09,2,27,14.0
407881,11428,2019/3/1 15:09,2,28,14.0
407883,10206,2019/3/1 15:10,1,6,2.0
407884,10207,2019/3/1 15:10,1,7,2.0
407885,10208,2019/3/1 15:10,1,8,2.0
407886,10306,2019/3/1 15:10,1,6,3.0
407887,10307,2019/3/1 15:10,3,7,3.0
407890,10308,2019/3/1 15:10,1,8,3.0
407891,10309,2019/3/1 15:10,1,9,3.0
407892,10317,2019/3/1 15:10,3,17,3.0
407895,10403,2019/3/1 15:10,1,3,4.0
407896,10404,2019/3/1 15:10,3,4,4.0
407899,10405,2019/3/1 15:10,5,5,4.0
407904,10406,2019/3/1 15:10,4,6,4.0
407908,10407,2019/3/1 15:10,1,7,4.0
407909,10408,2019/3/1 15:10,2,8,4.0
407911,10409,2019/3/1 15:10,17,9,4.0
407928,10410,2019/3/1 15:10,8,10,4.0
407936,10411,2019/3/1 15:10,5,11,4.0
407941,10415,2019/3/1 15:10,1,15,4.0
407942,10417,2019/3/1 15:10,2,17,4.0
407944,10502,2019/3/1 15:10,1,2,5.0
407945,10503,2019/3/1 15:10,4,3,5.0
407949,10504,2019/3/1 15:10,2,4,5.0
407951,10505,2019/3/1 15:10,7,5,5.0
407958,10506,2019/3/1 15:10,9,6,5.0
407967,10507,2019/3/1 15:10,4,7,5.0
407971,10508,2019/3/1 15:10,5,8,5.0
407976,10509,2019/3/1 15:10,49,9,5.0
408025,10510,2019/3/1 15:10,21,10,5.0
408046,10511,2019/3/1 15:10,8,11,5.0
408054,10515,2019/3/1 15:10,1,15,5.0
408055,10517,2019/3/1 15:10,1,17,5.0
408056,10606,2019/3/1 15:10,4,6,6.0
408060,10607,2019/3/1 15:10,5,7,6.0
408065,10608,2019/3/1 15:10,9,8,6.0
408074,10609,2019/3/1 15:10,62,9,6.0
408136,10610,2019/3/1 15:10,1,10,6.0
408137,10615,2019/3/1 15:10,2,15,6.0
408139,10617,2019/3/1 15:10,1,17,6.0
408140,10703,2019/3/1 15:10,1,3,7.0
408141,10704,2019/3/1 15:10,1,4,7.0
408142,10705,2019/3/1 15:10,1,5,7.0
408143,10706,2019/3/1 15:10,5,6,7.0
408148,10707,2019/3/1 15:10,3,7,7.0
408151,10708,2019/3/1 15:10,5,8,7.0
408156,10709,2019/3/1 15:10,69,9,7.0
408225,10710,2019/3/1 15:10,30,10,7.0
408255,10715,2019/3/1 15:10,3,15,7.0
408258,10716,2019/3/1 15:10,1,16,7.0
408259,10803,2019/3/1 15:10,1,3,8.0
408260,10804,2019/3/1 15:10,1,4,8.0
408261,10806,2019/3/1 15:10,4,6,8.0
408265,10807,2019/3/1 15:10,1,7,8.0
408266,10808,2019/3/1 15:10,4,8,8.0
408270,10809,2019/3/1 15:10,12,9,8.0
408282,10810,2019/3/1 15:10,8,10,8.0
408290,10811,2019/3/1 15:10,1,11,8.0
408291,10815,2019/3/1 15:10,5,15,8.0
408296,10903,2019/3/1 15:10,1,3,9.0
408297,10906,2019/3/1 15:10,3,6,9.0
408300,10907,2019/3/1 15:10,2,7,9.0
408302,10908,2019/3/1 15:10,3,8,9.0
408305,10909,2019/3/1 15:10,25,9,9.0
408330,10910,2019/3/1 15:10,8,10,9.0
408338,10911,2019/3/1 15:10,1,11,9.0
408339,10915,2019/3/1 15:10,3,15,9.0
408342,10916,2019/3/1 15:10,1,16,9.0
408343,10917,2019/3/1 15:10,1,17,9.0
408344,11006,2019/3/1 15:10,2,6,10.0
408346,11007,2019/3/1 15:10,1,7,10.0
408347,11008,2019/3/1 15:10,7,8,10.0
408354,11009,2019/3/1 15:10,19,9,10.0
408373,11011,2019/3/1 15:10,1,11,10.0
408374,11015,2019/3/1 15:10,2,15,10.0
408376,11016,2019/3/1 15:10,2,16,10.0
408378,11017,2019/3/1 15:10,1,17,10.0
408379,11018,2019/3/1 15:10,2,18,10.0
408381,11106,2019/3/1 15:10,1,6,11.0
408382,11108,2019/3/1 15:10,1,8,11.0
408383,11109,2019/3/1 15:10,21,9,11.0
408404,11110,2019/3/1 15:10,1,10,11.0
408405,11115,2019/3/1 15:10,1,15,11.0
408406,11116,2019/3/1 15:10,1,16,11.0
408407,11117,2019/3/1 15:10,3,17,11.0
408410,11209,2019/3/1 15:10,9,9,12.0
408419,11210,2019/3/1 15:10,13,10,12.0
408432,11211,2019/3/1 15:10,3,11,12.0
408435,11212,2019/3/1 15:10,2,12,12.0
408437,11214,2019/3/1 15:10,1,14,12.0
408438,11215,2019/3/1 15:10,1,15,12.0
408439,11217,2019/3/1 15:10,3,17,12.0
408442,11218,2019/3/1 15:10,1,18,12.0
408443,11219,2019/3/1 15:10,1,19,12.0
408444,11220,2019/3/1 15:10,1,20,12.0
408445,11221,2019/3/1 15:10,1,21,12.0
408446,11224,2019/3/1 15:10,1,24,12.0
408447,11226,2019/3/1 15:10,1,26,12.0
408448,11227,2019/3/1 15:10,1,27,12.0
408449,11308,2019/3/1 15:10,1,8,13.0
408450,11309,2019/3/1 15:10,3,9,13.0
408453,11310,2019/3/1 15:10,10,10,13.0
408463,11311,2019/3/1 15:10,11,11,13.0
408474,11312,2019/3/1 15:10,3,12,13.0
408477,11313,2019/3/1 15:10,4,13,13.0
408481,11314,2019/3/1 15:10,3,14,13.0
408484,11315,2019/3/1 15:10,3,15,13.0
408487,11316,2019/3/1 15:10,3,16,13.0
408490,11317,2019/3/1 15:10,5,17,13.0
408495,11318,2019/3/1 15:10,6,18,13.0
408501,11319,2019/3/1 15:10,6,19,13.0
408507,11320,2019/3/1 15:10,6,20,13.0
408513,11321,2019/3/1 15:10,6,21,13.0
408519,11322,2019/3/1 15:10,5,22,13.0
408524,11323,2019/3/1 15:10,5,23,13.0
408529,11324,2019/3/1 15:10,5,24,13.0
408534,11325,2019/3/1 15:10,5,25,13.0
408539,11326,2019/3/1 15:10,4,26,13.0
408543,11327,2019/3/1 15:10,5,27,13.0
408548,11328,2019/3/1 15:10,3,28,13.0
408551,11409,2019/3/1 15:10,1,9,14.0
408552,11410,2019/3/1 15:10,11,10,14.0
408563,11411,2019/3/1 15:10,11,11,14.0
408574,11418,2019/3/1 15:10,1,18,14.0
408575,11419,2019/3/1 15:10,1,19,14.0
408576,11422,2019/3/1 15:10,1,22,14.0
408577,11427,2019/3/1 15:10,1,27,14.0
408578,10110,2019/3/1 15:11,1,10,1.0
408579,10111,2019/3/1 15:11,1,11,1.0
408580,10208,2019/3/1 15:11,1,8,2.0
408581,10210,2019/3/1 15:11,1,10,2.0
408582,10308,2019/3/1 15:11,1,8,3.0
408583,10309,2019/3/1 15:11,3,9,3.0
408586,10316,2019/3/1 15:11,1,16,3.0
408587,10317,2019/3/1 15:11,1,17,3.0
408588,10403,2019/3/1 15:11,4,3,4.0
408592,10404,2019/3/1 15:11,4,4,4.0
408596,10405,2019/3/1 15:11,4,5,4.0
408600,10406,2019/3/1 15:11,5,6,4.0
408605,10407,2019/3/1 15:11,2,7,4.0
408607,10408,2019/3/1 15:11,4,8,4.0
408611,10409,2019/3/1 15:11,23,9,4.0
408634,10410,2019/3/1 15:11,19,10,4.0
408653,10411,2019/3/1 15:11,4,11,4.0
408657,10417,2019/3/1 15:11,1,17,4.0
408658,10418,2019/3/1 15:11,1,18,4.0
408659,10502,2019/3/1 15:11,2,2,5.0
408661,10503,2019/3/1 15:11,2,3,5.0
408663,10504,2019/3/1 15:11,5,4,5.0
408668,10505,2019/3/1 15:11,4,5,5.0
408672,10506,2019/3/1 15:11,8,6,5.0
408680,10507,2019/3/1 15:11,2,7,5.0
408682,10508,2019/3/1 15:11,6,8,5.0
408688,10509,2019/3/1 15:11,56,9,5.0
408744,10510,2019/3/1 15:11,37,10,5.0
408781,10511,2019/3/1 15:11,18,11,5.0
408799,10517,2019/3/1 15:11,1,17,5.0
408800,10603,2019/3/1 15:11,1,3,6.0
408801,10606,2019/3/1 15:11,8,6,6.0
408809,10607,2019/3/1 15:11,2,7,6.0
408811,10608,2019/3/1 15:11,3,8,6.0
408814,10609,2019/3/1 15:11,41,9,6.0
408855,10610,2019/3/1 15:11,1,10,6.0
408856,10615,2019/3/1 15:11,1,15,6.0
408857,10703,2019/3/1 15:11,1,3,7.0
408858,10706,2019/3/1 15:11,6,6,7.0
408864,10707,2019/3/1 15:11,7,7,7.0
408871,10708,2019/3/1 15:11,3,8,7.0
408874,10709,2019/3/1 15:11,41,9,7.0
408915,10710,2019/3/1 15:11,23,10,7.0
408938,10711,2019/3/1 15:11,2,11,7.0
408940,10715,2019/3/1 15:11,2,15,7.0
408942,10803,2019/3/1 15:11,2,3,8.0
408944,10804,2019/3/1 15:11,2,4,8.0
408946,10806,2019/3/1 15:11,5,6,8.0
408951,10807,2019/3/1 15:11,3,7,8.0
408954,10808,2019/3/1 15:11,7,8,8.0
408961,10809,2019/3/1 15:11,11,9,8.0
408972,10810,2019/3/1 15:11,4,10,8.0
408976,10815,2019/3/1 15:11,2,15,8.0
408978,10906,2019/3/1 15:11,5,6,9.0
408983,10907,2019/3/1 15:11,2,7,9.0
408985,10908,2019/3/1 15:11,1,8,9.0
408986,10909,2019/3/1 15:11,21,9,9.0
409007,10910,2019/3/1 15:11,4,10,9.0
409011,10915,2019/3/1 15:11,1,15,9.0
409012,10916,2019/3/1 15:11,1,16,9.0
409013,10918,2019/3/1 15:11,1,18,9.0
409014,11006,2019/3/1 15:11,2,6,10.0
409016,11007,2019/3/1 15:11,1,7,10.0
409017,11008,2019/3/1 15:11,4,8,10.0
409021,11009,2019/3/1 15:11,14,9,10.0
409035,11015,2019/3/1 15:11,2,15,10.0
409037,11016,2019/3/1 15:11,1,16,10.0
409038,11017,2019/3/1 15:11,1,17,10.0
409039,11106,2019/3/1 15:11,2,6,11.0
409041,11108,2019/3/1 15:11,1,8,11.0
409042,11109,2019/3/1 15:11,22,9,11.0
409064,11115,2019/3/1 15:11,1,15,11.0
409065,11116,2019/3/1 15:11,2,16,11.0
409067,11207,2019/3/1 15:11,1,7,12.0
409068,11208,2019/3/1 15:11,1,8,12.0
409069,11209,2019/3/1 15:11,6,9,12.0
409075,11210,2019/3/1 15:11,20,10,12.0
409095,11211,2019/3/1 15:11,10,11,12.0
409105,11212,2019/3/1 15:11,7,12,12.0
409112,11213,2019/3/1 15:11,5,13,12.0
409117,11214,2019/3/1 15:11,2,14,12.0
409119,11216,2019/3/1 15:11,2,16,12.0
409121,11221,2019/3/1 15:11,1,21,12.0
409122,11223,2019/3/1 15:11,1,23,12.0
409123,11224,2019/3/1 15:11,1,24,12.0
409124,11310,2019/3/1 15:11,7,10,13.0
409131,11311,2019/3/1 15:11,10,11,13.0
409141,11312,2019/3/1 15:11,4,12,13.0
409145,11313,2019/3/1 15:11,7,13,13.0
409152,11314,2019/3/1 15:11,10,14,13.0
409162,11315,2019/3/1 15:11,12,15,13.0
409174,11316,2019/3/1 15:11,13,16,13.0
409187,11317,2019/3/1 15:11,10,17,13.0
409197,11318,2019/3/1 15:11,7,18,13.0
409204,11319,2019/3/1 15:11,6,19,13.0
409210,11320,2019/3/1 15:11,7,20,13.0
409217,11321,2019/3/1 15:11,7,21,13.0
409224,11322,2019/3/1 15:11,9,22,13.0
409233,11323,2019/3/1 15:11,6,23,13.0
409239,11324,2019/3/1 15:11,4,24,13.0
409243,11325,2019/3/1 15:11,5,25,13.0
409248,11326,2019/3/1 15:11,4,26,13.0
409252,11327,2019/3/1 15:11,4,27,13.0
409256,11328,2019/3/1 15:11,2,28,13.0
409258,11410,2019/3/1 15:11,16,10,14.0
409274,11411,2019/3/1 15:11,18,11,14.0
409292,11412,2019/3/1 15:11,1,12,14.0
409293,11419,2019/3/1 15:11,2,19,14.0
409295,11420,2019/3/1 15:11,3,20,14.0
409298,11421,2019/3/1 15:11,1,21,14.0
409299,11427,2019/3/1 15:11,2,27,14.0
409301,11428,2019/3/1 15:11,2,28,14.0
409303,10110,2019/3/1 15:12,2,10,1.0
409305,10111,2019/3/1 15:12,2,11,1.0
409307,10112,2019/3/1 15:12,1,12,1.0
409308,10210,2019/3/1 15:12,1,10,2.0
409309,10306,2019/3/1 15:12,2,6,3.0
409311,10307,2019/3/1 15:12,1,7,3.0
409312,10402,2019/3/1 15:12,1,2,4.0
409313,10403,2019/3/1 15:12,1,3,4.0
409314,10404,2019/3/1 15:12,4,4,4.0
409318,10405,2019/3/1 15:12,4,5,4.0
409322,10406,2019/3/1 15:12,6,6,4.0
409328,10407,2019/3/1 15:12,6,7,4.0
409334,10408,2019/3/1 15:12,5,8,4.0
409339,10409,2019/3/1 15:12,6,9,4.0
409345,10410,2019/3/1 15:12,9,10,4.0
409354,10411,2019/3/1 15:12,4,11,4.0
409358,10502,2019/3/1 15:12,1,2,5.0
409359,10503,2019/3/1 15:12,2,3,5.0
409361,10504,2019/3/1 15:12,3,4,5.0
409364,10505,2019/3/1 15:12,6,5,5.0
409370,10506,2019/3/1 15:12,8,6,5.0
409378,10507,2019/3/1 15:12,3,7,5.0
409381,10508,2019/3/1 15:12,4,8,5.0
409385,10509,2019/3/1 15:12,35,9,5.0
409420,10510,2019/3/1 15:12,29,10,5.0
409449,10511,2019/3/1 15:12,13,11,5.0
409462,10518,2019/3/1 15:12,1,18,5.0
409463,10604,2019/3/1 15:12,1,4,6.0
409464,10605,2019/3/1 15:12,1,5,6.0
409465,10606,2019/3/1 15:12,8,6,6.0
409473,10607,2019/3/1 15:12,3,7,6.0
409476,10608,2019/3/1 15:12,8,8,6.0
409484,10609,2019/3/1 15:12,24,9,6.0
409508,10618,2019/3/1 15:12,1,18,6.0
409509,10704,2019/3/1 15:12,2,4,7.0
409511,10705,2019/3/1 15:12,2,5,7.0
409513,10706,2019/3/1 15:12,8,6,7.0
409521,10707,2019/3/1 15:12,5,7,7.0
409526,10708,2019/3/1 15:12,4,8,7.0
409530,10709,2019/3/1 15:12,24,9,7.0
409554,10710,2019/3/1 15:12,6,10,7.0
409560,10711,2019/3/1 15:12,1,11,7.0
409561,10715,2019/3/1 15:12,2,15,7.0
409563,10718,2019/3/1 15:12,1,18,7.0
409564,10804,2019/3/1 15:12,1,4,8.0
409565,10805,2019/3/1 15:12,3,5,8.0
409568,10806,2019/3/1 15:12,12,6,8.0
409580,10807,2019/3/1 15:12,3,7,8.0
409583,10808,2019/3/1 15:12,4,8,8.0
409587,10809,2019/3/1 15:12,19,9,8.0
409606,10810,2019/3/1 15:12,5,10,8.0
409611,10811,2019/3/1 15:12,1,11,8.0
409612,10815,2019/3/1 15:12,2,15,8.0
409614,10818,2019/3/1 15:12,1,18,8.0
409615,10905,2019/3/1 15:12,1,5,9.0
409616,10906,2019/3/1 15:12,4,6,9.0
409620,10907,2019/3/1 15:12,6,7,9.0
409626,10908,2019/3/1 15:12,3,8,9.0
409629,10909,2019/3/1 15:12,24,9,9.0
409653,10910,2019/3/1 15:12,6,10,9.0
409659,10915,2019/3/1 15:12,2,15,9.0
409661,10918,2019/3/1 15:12,1,18,9.0
409662,11007,2019/3/1 15:12,2,7,10.0
409664,11008,2019/3/1 15:12,4,8,10.0
409668,11009,2019/3/1 15:12,20,9,10.0
409688,11011,2019/3/1 15:12,1,11,10.0
409689,11015,2019/3/1 15:12,3,15,10.0
409692,11018,2019/3/1 15:12,1,18,10.0
409693,11106,2019/3/1 15:12,1,6,11.0
409694,11107,2019/3/1 15:12,1,7,11.0
409695,11108,2019/3/1 15:12,3,8,11.0
409698,11109,2019/3/1 15:12,19,9,11.0
409717,11110,2019/3/1 15:12,2,10,11.0
409719,11116,2019/3/1 15:12,2,16,11.0
409721,11117,2019/3/1 15:12,2,17,11.0
409723,11207,2019/3/1 15:12,1,7,12.0
409724,11209,2019/3/1 15:12,6,9,12.0
409730,11210,2019/3/1 15:12,13,10,12.0
409743,11211,2019/3/1 15:12,6,11,12.0
409749,11212,2019/3/1 15:12,6,12,12.0
409755,11213,2019/3/1 15:12,6,13,12.0
409761,11214,2019/3/1 15:12,4,14,12.0
409765,11216,2019/3/1 15:12,3,16,12.0
409768,11217,2019/3/1 15:12,2,17,12.0
409770,11218,2019/3/1 15:12,2,18,12.0
409772,11219,2019/3/1 15:12,1,19,12.0
409773,11220,2019/3/1 15:12,1,20,12.0
409774,11222,2019/3/1 15:12,1,22,12.0
409775,11223,2019/3/1 15:12,1,23,12.0
409776,11224,2019/3/1 15:12,1,24,12.0
409777,11225,2019/3/1 15:12,1,25,12.0
409778,11308,2019/3/1 15:12,1,8,13.0
409779,11309,2019/3/1 15:12,5,9,13.0
409784,11310,2019/3/1 15:12,6,10,13.0
409790,11311,2019/3/1 15:12,8,11,13.0
409798,11312,2019/3/1 15:12,6,12,13.0
409804,11313,2019/3/1 15:12,10,13,13.0
409814,11314,2019/3/1 15:12,12,14,13.0
409826,11315,2019/3/1 15:12,13,15,13.0
409839,11316,2019/3/1 15:12,8,16,13.0
409847,11317,2019/3/1 15:12,9,17,13.0
409856,11318,2019/3/1 15:12,11,18,13.0
409867,11319,2019/3/1 15:12,10,19,13.0
409877,11320,2019/3/1 15:12,7,20,13.0
409884,11321,2019/3/1 15:12,10,21,13.0
409894,11322,2019/3/1 15:12,10,22,13.0
409904,11323,2019/3/1 15:12,8,23,13.0
409912,11324,2019/3/1 15:12,9,24,13.0
409921,11325,2019/3/1 15:12,8,25,13.0
409929,11326,2019/3/1 15:12,7,26,13.0
409936,11327,2019/3/1 15:12,5,27,13.0
409941,11328,2019/3/1 15:12,2,28,13.0
409943,11410,2019/3/1 15:12,6,10,14.0
409949,11411,2019/3/1 15:12,6,11,14.0
409955,11412,2019/3/1 15:12,2,12,14.0
409957,11415,2019/3/1 15:12,2,15,14.0
409959,11420,2019/3/1 15:12,1,20,14.0
409960,11422,2019/3/1 15:12,1,22,14.0
409961,11425,2019/3/1 15:12,1,25,14.0
409962,11427,2019/3/1 15:12,1,27,14.0
409963,11428,2019/3/1 15:12,2,28,14.0
409965,11528,2019/3/1 15:12,2,28,15.0
409967,10110,2019/3/1 15:13,1,10,1.0
409968,10113,2019/3/1 15:13,1,13,1.0
409969,10114,2019/3/1 15:13,1,14,1.0
409970,10115,2019/3/1 15:13,1,15,1.0
409971,10116,2019/3/1 15:13,1,16,1.0
409972,10117,2019/3/1 15:13,1,17,1.0
409973,10118,2019/3/1 15:13,1,18,1.0
409974,10119,2019/3/1 15:13,1,19,1.0
409975,10209,2019/3/1 15:13,1,9,2.0
409976,10219,2019/3/1 15:13,1,19,2.0
409977,10306,2019/3/1 15:13,1,6,3.0
409978,10307,2019/3/1 15:13,2,7,3.0
409980,10308,2019/3/1 15:13,1,8,3.0
409981,10309,2019/3/1 15:13,1,9,3.0
409982,10315,2019/3/1 15:13,1,15,3.0
409983,10402,2019/3/1 15:13,1,2,4.0
409984,10403,2019/3/1 15:13,1,3,4.0
409985,10404,2019/3/1 15:13,4,4,4.0
409989,10405,2019/3/1 15:13,5,5,4.0
